titre,fin_semaine_1,boxoffice_1,boxoffice_2,film_id_allocine
The Bra,18/09/2019,1139,452,272312
Le Père d'Italia,22/08/2018,1940,1015,259896
Révolution Zendj,18/03/2015,1348,732,235055
Le Consul de Bordeaux,29/11/2017,69,,258909
La voix de l’ombre,18/06/2014,67,107,228041
Les Nouvelles aventures de Gros-Pois et Petit-point,11/02/2015,6638,10207,231700
Mezzanotte,01/07/2015,1708,965,228461
Qui a peur de Vagina Wolf ?,26/03/2014,1382,138,225750
Manos Sucias,10/06/2015,6806,3536,231429
Les Raisins de l'espoir,04/05/2016,112,39,244090
"Dehors, c'est l'été",18/09/2013,393,25,221306
Vertiges,16/02/2011,1214,712,172146
Halam Geldi,22/01/2014,295,82,225609
Les 7 déserteurs ou la Guerre en vrac,06/06/2018,295,110,260071
Contre ton cœur,26/06/2019,998,288,252481
En attendant Violette,01/02/2017,110,118,251476
Hotel Salvation,09/05/2018,987,437,257494
L'Harmonie Familiale,05/06/2013,152,50,220842
Le Secret de Kanwar,10/09/2014,3019,1611,216870
La Nuit d'en face,11/07/2012,217,4820,206701
Ventos de Agosto,02/09/2015,1443,472,230299
Black Blood,30/11/2011,589,72,193126
The Exchange,25/07/2012,589,30,191016
L'Oncle de Brooklyn,10/07/2013,1450,209,15112
Bienvenue à Cadavres-Les-Bains,09/09/2009,11232,2873,141376
Boogie,24/06/2009,4575,3065,135896
Un millier d'années de bonnes prières,06/08/2008,9410,,131169
"Laban, le petit fantôme",07/01/2009,462,152,139254
L'Anniversaire de Leïla,29/07/2009,4231,2546,139147
La Belle,29/08/2018,1200,326,6615
Country Teacher,08/04/2009,5819,2453,131181
Les Violette,04/02/2009,927,147,134745
Notre enfance à Tbilissi,17/12/2014,938,361,110131
White Night Wedding,28/07/2010,4188,650,138653
Les P'tits génies 2,30/08/2004,3251856,531212,57850
La grammaire intérieure,20/06/2012,2315,280,192018
So British 2,11/12/2013,13,,197548
A 5 heures de Paris,30/06/2010,20609,14538,178019
Les Marais criminels,10/03/2010,2816,2921,176770
Rêves volés,01/06/2011,939,297,181484
One O One,04/07/2012,180,47,197306
El Campo,13/06/2012,346,934,196331
Zion et son frère,12/08/2009,5803,1883,139362
Miracle,16/05/2018,187,30,262274
Sublimation,16/09/2020,27,38,260814
Mémoires du 304,07/02/2018,102,92,259397
Convergent,13/03/2019,5,,251955
Wallabout,20/04/2016,34,34,245084
Marussia,28/01/2015,261,95,224422
L'Etrange petit chat,09/04/2014,2452,830,221001
Alda et Maria,21/01/2015,1836,765,220567
Zoologie,22/03/2017,1582,213,246530
Le Visage du Diable,17/12/2014,16,16,232547
La Preuve,30/07/2014,137,42,229799
Minopolska,15/10/2014,510,71,229335
Melaza,23/04/2014,575,160,225406
Tehilim,06/06/2007,14662,,111920
Silver City,29/07/2009,636,253,53728
Les Nuits de Sister Welsh,03/11/2010,554,21,110707
My Brother's Wedding,11/03/2009,804,430,68576
Ferda la fourmi,17/02/2016,241,315,60919
L'Envol,24/11/2010,1633,1187,184138
Historia del miedo (Histoire de la peur),12/11/2014,550,225,226412
Déchirés / Graves,19/06/2013,150,24,220874
Epilogue,25/06/2014,2225,789,213752
Brussel-Texas,02/11/2016,39,15,248983
18 jours,14/09/2011,2206,825,193284
La Tête ailleurs,15/12/2010,1628,143,186719
Kabali,27/07/2016,11023,1639,247365
Mirage d'Amour avec fanfare,30/03/2016,84,,244627
L'Académie des muses,20/04/2016,1550,700,243832
Soldat de papier,22/09/2010,2141,1372,138424
Delhi Belly,04/07/2011,581943,,135631
Vil Romance,02/12/2009,1544,674,146405
Batla House,28/08/2019,242,,275821
Rose Piment,27/06/2018,17,12,264566
Lac noir,27/12/2017,65,54,259949
Les Versets de l'oubli,08/08/2018,1077,465,258222
Ewa,29/03/2017,132,62,253939
De boue,26/12/2018,30,20,268800
L'Ospite,17/07/2019,837,278,268823
Venus Obscura,14/03/2018,110,20,256208
Putty Hill,14/09/2011,1468,837,179738
Le Voleur de lumière,09/03/2011,6575,3684,182172
La Double croisée,25/03/2015,52,24,183056
Les amitiés invisibles,02/12/2015,383,108,222903
Alien Girl,14/12/2011,254,,188651
Le Temps de la kermesse est terminé,24/03/2010,8116,3052,137158
Red Amnesia,11/05/2016,6358,3148,230483
Cañada Morrison,26/11/2014,1638,772,226076
La Belle Promise,17/06/2015,8256,2808,230426
Amorosa Soledad,15/07/2009,2972,1396,59668
Je ne suis pas lui,02/07/2014,765,66,225353
Beautiful Valley,21/11/2012,1190,840,127540
"Nulle part, terre promise",08/04/2009,10083,5146,129914
Gigante,04/05/2011,1408,452,142564
La Buena Vida,24/03/2010,2036,1084,144127
Chouga,22/09/2010,187,133,140647
Un autre homme,13/05/2009,1914,895,140295
Belladones,23/03/2022,49,29,300078
Fille du vent,29/01/2020,88,43,279750
Folle Nuit Russe,24/07/2019,824,118,274517
Good Newwz,01/01/2020,683,811,277174
L'Héritage des 500 000,10/04/2019,1263,405,270710
Corky Romano,12/10/2001,9200000,5200000,28828
Baghdad Station,27/02/2019,169,37,258512
Minopolska 2,14/10/2015,66,267,240107
Tourments d'amour,14/06/2017,128,53,254522
Cea mai fericitã fatã din lume,23/12/2009,3850,1277,147467
Happy Ever Afters,28/10/2009,5147,1019,145281
Entre chien et loup,14/12/2011,436,162,177524
Dan et Aaron,28/04/2010,3095,2453,176750
"Cargo, les hommes perdus",25/08/2010,610,82,127480
Paraiso,01/08/2012,86,,121153
Maris en liberté,08/07/2015,1318,384,127820
Bonsái,16/11/2011,3561,695,192874
"Bayiri, la patrie",21/06/2017,191,37,204648
Noces,15/02/2012,1220,778,201931
Toto qui vécut deux fois,17/06/2009,2120,759,20381
The Long Excuse,06/12/2017,1331,350,258518
L'Homme flottant,19/10/2016,78,140,248935
"Apollinaire, 13 films-poèmes",05/10/2016,890,240,247838
En Douce,12/09/2018,48,20,265426
Kinoa et l'île merveilleuse,14/12/2016,18,,251857
Les Lauriers-roses rouges,14/06/2017,369,129,240678
Wedding Doll,26/04/2017,782,334,240002
Un Homme Charmant,27/04/2016,1498,194,240608
Le Secret de la fleur de Noël,30/11/2016,680,3908,247840
Trois contes de Borges,11/07/2018,506,143,235817
Offline,26/06/2013,88,33,215742
L'Intervallo,08/05/2013,2839,1041,210638
La Femme du ferrailleur,05/03/2014,2171,1322,217451
"3, Chronique d'une famille singulière",01/05/2013,3019,907,206678
Hôtel du Paradis,21/11/2012,1402,37,207452
Par les épines - Histoire de quatre printemps,17/10/2012,346,70,206477
Voltiges,10/08/2011,869,317,190067
Juste entre nous,18/05/2011,2452,1025,188851
Zindeeq,10/10/2012,323,83,187586
Kommunisten,18/03/2015,624,348,234389
Ertan ou la destinée,28/10/2015,1056,96,226504
Koan de Printemps,03/02/2016,298,161,226648
Max Keeble's big move,05/10/2001,5500000,4000000,38152
Beautiful creatures,25/02/2013,3410000,,29343
"Euridice, là-bas...",26/01/2022,100,137,299172
Asuran,09/10/2019,2418,1252,276181
Na-moo-eobs-neun san,06/01/2010,702,181,143288
La Corne d'abondance,10/02/2010,1333,368,139165
Soi Cowboy,27/04/2011,32,,135830
Le Cours étrange des choses,11/12/2013,1242,273,209781
Drôle de grenier !,16/12/2009,4001,1794,169973
Princess,31/08/2016,36,16,197487
Le village de carton,05/02/2014,2085,656,196344
Le Secret de Chanda,08/12/2010,8014,2119,180430
Apart Together,14/03/2012,5610,2865,177535
Maudite pluie !,08/06/2011,1078,405,177645
Fissures,13/04/2011,1959,203,176239
Une Chinoise,15/09/2010,3061,1103,173383
Chantrapas,29/09/2010,4439,1845,180404
Ici et là-bas,20/02/2013,1938,694,206627
Una Noche,04/12/2013,2538,1040,201830
Casa Nostra,17/04/2013,1412,592,206608
Basilicata Coast To Coast,21/08/2013,847,771,186072
Dharma Guns,16/03/2011,1704,772,184234
Wholetrain,20/01/2010,521,128,115444
Ultimo Elvis,23/01/2013,5438,2975,200607
The Incredibly True Adventure of Two Girls in Love,29/11/2021,1066,,115579
La Saveur des coings,21/07/2021,102,34,275430
Abluka - Suspicions,30/11/2016,1654,297,239842
Nuit noire 2002,08/03/2017,66,31,47797
L'Œuf dure,04/09/2019,606,73,269822
"Kalo Pothi, un village au Népal",06/01/2016,1413,366,239804
Particulier à Particulier,20/05/2015,74,62,235783
"Gorki Tchekhov, 1900",29/11/2017,114,88,259216
Les Hannas,03/01/2018,429,53,255595
L'Apparition de la Joconde,19/10/2011,203,13,192941
Sibir. Monamour,27/04/2011,2662,810,189473
À bas bruit,12/06/2013,218,96,189226
"Adama, mon kibboutz",23/12/2009,1132,379,125918
Oliver Sherman,14/11/2012,330,77,186748
La Demora,27/02/2013,3048,1259,186290
Soongava,18/06/2014,135,46,224449
Peut-être qu'on n'a pas le même humour,07/08/2013,161,26,222394
Les Sept frères,20/04/2011,40,,144673
Kedach ethabni (How big is your love),02/05/2012,31,11,199647
Lluvia,28/07/2010,1507,895,182892
Los Salvajes,03/04/2013,1719,364,206626
Paisito,17/03/2010,415,3129,139957
Picnic,11/02/2009,2217,635,129484
Independencia,28/04/2010,662,56,139182
Riga (Take 1),13/06/2018,42,,52024
Leçon de classes,01/11/2017,2443,492,248018
Sadoum,16/11/2016,114,6,247793
M.S. Dhoni: The Untold Story,05/10/2016,522,,248014
Los Nadie,13/12/2017,232,109,249141
Drôles de pirates,07/10/2002,6201345,4100000,48139
Dhilluku Dhuddu 2,13/02/2019,164,,271046
Moskvitch mon amour,30/01/2019,350,115,267925
Drop of sun (I am truly a drop of sun on earth),21/03/2018,243,92,260114
Les Femmes de la rivière qui pleure,03/01/2018,392,158,260889
Trois silences,24/01/2018,38,11,260306
Le Voyage de Marta,24/07/2019,4012,54,258011
Colombiennes,20/09/2017,184,29,257162
Pop Aye,13/09/2017,2189,500,252152
Un trésor appelé Amour,16/11/2015,2425585,,241368
La Sculpture vivante,14/02/2018,27,7,253964
Mini et les voleurs de miel,10/02/2016,1730,3893,234104
La Tribu des fourmis,13/05/2015,946,448,234388
Catch Me Daddy,14/10/2015,376,,228242
Pursuit of Loneliness,16/03/2016,348,67,202821
Le Vertige des possibles,26/03/2014,261,152,226239
Tanta Agua,23/07/2014,392,18,216953
Freddy Hotel,16/07/2014,60,24,229004
Neko dernière de la lignée,17/08/2011,757,223,179548
All Good Children,10/08/2011,302,45,180601
Une Estonienne à Paris,02/01/2013,20502,10685,197425
La vida útil,04/04/2012,3056,1639,193060
Chatrak,13/02/2013,335,122,193018
"Soudain, le 22 mai",14/12/2011,177,31,185400
Munyurangabo,14/10/2009,230,56,128159
"Ferien, chronique d'un été",25/02/2009,2035,221,128614
Cartes postales de Leningrad,18/03/2009,1136,,140085
N'djamena City,07/01/2009,166,45,140670
Goodbye Solo,16/09/2009,7495,4120,139347
Race,24/03/2008,802254,,134935
Pirouette et le sapin de Noël,27/11/2019,2632,4723,272976
Le Salsifis du Bengale et autres poèmes de Robert Desnos,07/10/2015,1139,719,238331
Liberté 13 films-poèmes de Paul Éluard,14/03/2018,1420,1174,257503
Les Contes merveilleux par Ray Harryhausen,05/12/2018,1160,62,266746
Cómprame un revólver,27/03/2019,2118,626,264140
Celle qui vivra,21/06/2017,89,14,255844
Mister Universo,03/05/2017,547,265,248848
La Danse des accrochés,14/12/2016,49,26,249240
Vivir y Otras Ficciones,14/02/2018,72,55,242347
Voleur d'Histoire,06/07/2016,154,19,241924
Un jour nouveau,14/06/2017,1123,308,231770
Masss,03/06/2015,4223,785,237823
La Barra,26/01/2011,1263,485,178309
Goodbye Mister Christie,11/01/2012,468,50,190380
La Rivière Tumen,01/09/2010,1658,504,179505
Querelles,02/05/2012,3888,715,197252
La Dette,19/09/2012,2806,174,196520
La mosquitera,26/10/2011,1822,916,186204
I Giorni contati (Les Jours comptés),02/05/2012,3325,1602,198047
Land of Scarecrows,06/10/2010,58,,146587
Une nouvelle ère glaciaire,03/03/2010,519,19,176559
La Yuma,29/09/2010,20,3520,172856
Une jeune fille à la dérive,29/07/2009,1682,1073,142079
Le Rêve d'Icare,03/12/2014,45,35,126641
Padre Nuestro,13/01/2010,3487,1289,125916
L'Ogre de la taïga,20/02/2013,4029,4706,213416
Worms,14/10/2015,84,37,216213
Werewolf,29/03/2017,154,98,249520
Naguima,03/12/2014,1007,262,226343
Le Christ aveugle,17/05/2017,718,283,249207
Inupiluk + Le film que nous tournerons au Groenland,04/03/2015,1025,237,235668
Court (En instance),18/05/2016,1823,366,230635
Tsili,19/08/2015,3132,1115,230577
Bends,22/07/2015,826,270,220807
Patmos,15/11/2017,85,45,259208
Family Film,14/11/2018,106,47,242445
Un Soleil froid en été,24/02/2016,14,,240938
Nico et Patou,10/10/2018,871,1016,265074
D'égal à égal - Auf Augenhöhe,18/03/2020,11,,237448
The Mend,11/11/2015,86,21,227780
Peace to Us in Our Dreams,17/02/2016,2493,721,237313
Merci les jeunes,18/11/2015,16,15,239651
Hot Hot Hot,09/01/2013,183,69,205284
Sème le vent,04/08/2021,1905,716,286132
Sye Raa,09/10/2019,376,95,276396
Le Roi d'ici,20/11/2019,104,63,275639
Europolis,09/11/2011,309,118,195148
The Oregonian,26/09/2012,216,,196562
Porfirio,15/05/2013,100,16,193022
Huacho,16/12/2009,1981,648,145905
Sale temps pour les pêcheurs,09/03/2011,820,288,145916
Talaash,03/12/2012,1638706,449000,80678
Winter Vacation,02/03/2011,1208,294,184285
Indigène d'Eurasie,15/12/2010,423,212,179784
Property,18/08/2021,106,20,131167
Mutum,14/01/2009,1223,408,128525
Camino a La Paz,29/03/2017,850,713,241995
Mr. Local,22/05/2019,969,437,273485
Mountain,11/01/2017,1923,221,239905
Vantha Rajavathaan Varuven,06/02/2019,829,252,270942
Sanju,02/07/2018,2723349,,263507
Ville Neuve,03/07/2019,157,17,262275
Cuckoo,18/06/2014,48,32,28843
Fukushima mon amour,22/02/2017,8652,2217,237757
Félix et les Loups,05/11/2014,954,258,231347
Lena (Lose Myself),29/07/2015,4494,956,226178
Iru Mugan,14/09/2016,3766,1334,249721
Moscou 1973 - L'Amour en URSS,15/01/2014,546,223,222547
Jonction 48,26/04/2017,813,,243793
Inferno d'August Strindberg,17/05/2017,36,20,243961
Polichinelle et les contes merveilleux,20/09/2017,1222,883,256980
Kavan,05/04/2017,615,,255037
El Otro Cristobal,25/09/2019,436,212,5134
2/Duo,07/11/2012,1513,1638,8727
Contes de l’âge d’or – 2ème partie,21/07/2010,1295,691,182292
L'Absence,29/01/2014,215,97,171628
Crime,16/06/2010,139,14,179080
La Camara Oscura,05/08/2009,5428,3063,140442
Red Heart,28/11/2012,590,63,208823
Sauna on Moon,03/10/2012,2079,552,192975
Notre Étrangère,09/02/2011,529,243,183934
Morgen,09/02/2011,3156,1860,183317
Baikonur,30/10/2013,720,162,193831
Slow Life,24/04/2013,396,120,219105
Ultravokal,15/05/2019,98,,272425
Oskar et Lily,11/03/2020,1324,80,280636
Mextoys (aucun rapport avec les Mexicains),05/06/2019,36,19,272704
Willy et le lac gelé,09/10/2019,2438,1527,273336
Tempo Comum,18/09/2019,21,9,268797
L'assiette de mon voisin,21/06/2017,49,57,255109
Journal d'un photographe de mariage,14/12/2016,86,48,246783
L'Age d'or des ciné-clubs,15/08/2018,784,73,247406
Professeur Balthazar,11/04/2018,1802,2708,262828
Nuit Blanche,25/11/2015,66,,241799
"Mon sac est prêt, mes pompes aussi",24/02/2016,28,12,244353
Shamitabh,18/02/2015,400,,235286
Blanka,07/09/2016,2380,406,239846
Kaaviya Thalaivan - Les virtuoses,03/12/2014,389,,232242
Cores,28/05/2014,181,58,228016
La Mémoire dans la chair,22/02/2012,512,19,188856
Le voile brûlé,24/04/2013,69,46,191363
La Déferlante,05/10/2016,34,11,247802
Kapoor and Sons,28/03/2016,598084,,245615
Inertia,08/02/2017,199,104,244641
Granny's Dancing on the Table,27/04/2016,33,,240555
Paranoia Park,04/11/2015,70,25,239753
Le syndrome de Montmartre,30/12/2015,41,44,242180
Face au vent,12/06/2019,116,21,262534
Bairavaa,18/01/2017,8372,985,251475
Zeitgeist Protest,26/04/2017,302,230,253607
Julius et le Père Noël,30/11/2016,4010,10637,249794
La Quatrième Voie (Chauthi Koot),15/06/2016,807,249,237172
All That I Love,27/04/2011,2016,1651,176686
The Brooklyn Brothers,05/12/2012,2778,1935,200737
200 %,11/12/2013,36,39,195541
Le Monde Doit M'Arriver?,25/09/2013,116,43,192984
A l'âge d'Ellen,11/01/2012,1852,1185,183382
Tom Cats,01/04/2001,6400000,2900000,28580
Comali,21/08/2019,2992,,276241
Le Souvenir des Années,25/12/2019,12,,278453
La Mujer Sin Piano,20/07/2011,3165,1472,171725
Destination Himalaya,01/12/2010,1459,367,174674
Trabalhar Cansa,18/04/2012,1075,462,192860
Agua Fria,30/03/2011,1882,961,179387
Tribulations d'une amoureuse sous Staline,01/12/2010,1860,927,181270
Death in the Land of Encantos,06/01/2016,80,,130287
Lost Persons Area,01/09/2010,2984,232,145915
Du bruit dans la tête,09/12/2015,64,7,145405
Triomf,02/06/2010,140,66,141291
Parque Vía,12/08/2009,49,35,138731
Chant des mers du sud,24/02/2010,922,401,144346
Pièces détachées,07/01/2009,58,98,132811
Porte sans clef,26/06/2019,262,76,273371
Dev,20/02/2019,448,,269714
Mission Mangal,21/08/2019,599,246,270472
Trois petits rêves,28/11/2018,140,33,268346
La Fable du coq,13/12/2017,41,32,259395
Papanasam,15/07/2015,355,,238771
Shadow Days,06/04/2016,1086,389,232880
Shubh Mangal Zyada Saavdhan,26/02/2020,233,,277170
Le Chant de la couleuvre,12/06/2019,48,28,273522
La venta del paraíso,10/04/2013,332,388,219324
Leave to Remain,16/03/2016,84,10,216310
La Sociedad del Semaforo - La Communauté du feu rouge,19/06/2013,170,97,215618
Les Chansons populaires,07/08/2013,1221,182,209997
Je fais feu de tout bois,06/06/2012,663,181,204750
La Révélation d'Ela,10/06/2015,1486,628,217669
Une braise sur la neige,16/04/2014,238,33,226905
Two Hundred Thousand Dirty,23/07/2014,194,21,225404
Les Variations,12/02/2014,80,20,226196
SüperTürk,02/05/2012,32,,200332
An Oversimplification of Her Beauty,21/08/2013,927,243,213307
Rowdy Rathore,04/06/2012,381784,,203907
Près du feu,29/08/2012,593,48,196882
Il cuore grande delle ragazze (Le Grand Coeur des femmes),09/05/2012,1218,126,198432
Amnistie,13/07/2011,544,150,189711
U Me Aur Hum,14/04/2008,642923,,134521
Mainline,27/04/2011,1202,613,134569
Hamlet 2,01/09/2008,1680000,,130775
La Petite fille de la terre noire,18/02/2009,3977,807,130273
London Nights,05/05/2010,11001,4542,83487
Norteado,28/07/2010,2051,896,174073
Ilusiones Opticas,24/02/2010,5528,2020,172737
Illegal Tender,27/08/2007,1425915,,111842
Léger tremblement du paysage,02/09/2009,468,174,139266
Biriyani,25/12/2013,1060,658,225598
D'amour et de dettes,20/05/2015,235,127,228984
Adithya Varma,27/11/2019,459,51,278529
Ärtico,18/11/2015,15,2,226422
Chelli,11/03/2015,3234,888,228501
Gulaab Gang,19/03/2014,246,,226318
El Soñador - The Dreamer,22/03/2017,150,14,244310
Plan Bee,27/02/2019,48,42,271175
Au cœur du monde,25/12/2019,363,253,272043
India's Most Wanted,29/05/2019,113,,270471
Singam 3,15/02/2017,1702,1153,253281
Sarkar 3,17/05/2017,97,,256028
Passeur d'espoir,20/05/2009,1422,17,122083
Je suis de Titov Veles,01/04/2009,680,450,110697
Le Procès d'Oscar Wilde,14/04/2010,206,127,175975
The Food Guide to Love,25/12/2013,43,,215340
Raajneeti,07/06/2010,850244,,180331
Villegas,14/11/2012,1167,276,206421
Annalisa,08/08/2012,5301,1441,206578
L'éclat du jour,19/02/2014,1943,906,209983
Eat Sleep Die,26/06/2013,1067,309,210583
Ich bin eine Terroristin,13/06/2012,227,68,198778
Derniers jours à Jérusalem,30/05/2012,2072,791,142086
A travers la poussière,22/04/2009,288,66,140763
La Paz,01/10/2014,125,25,223752
Magamuni,11/09/2019,193,,276753
Alias Maria,16/03/2016,5874,3116,237399
Montanha,11/05/2016,1963,700,239820
Total Dhamaal,27/02/2019,831,453,267009
La Chute de Montesinos,17/04/2019,364,,271685
Kaala,13/06/2018,5319,883,262831
Dodgem,02/04/2014,165,,226153
Les Dollars des sables,02/09/2015,835,208,232025
